customer_id,age,tenure_months,monthly_charges,total_charges,num_products,has_phone,has_internet,churn,avg_monthly_charge,estimated_lifetime_value,products_per_tenure_month
32,29,96,24.001803290893218,5010.744613122017,1,1,1,0,51.65716096002079,2304.173115925749,0.010309278350515464
33,75,91,117.2915263072666,2536.134008540602,1,0,1,0,27.566674005876106,10673.52889396126,0.010869565217391304
34,39,8,118.64323855156069,5861.891880730938,1,1,1,1,651.3213200812154,949.1459084124855,0.1111111111111111
36,61,68,27.0374730923017,2138.891582700251,1,1,1,0,30.99842873478625,1838.5481702765155,0.014492753623188406
37,42,53,97.59139190198384,4294.396455216691,3,1,1,0,79.52586028179057,5172.343770805143,0.05555555555555555
38,66,115,75.61927418151689,6672.509373208146,3,1,1,0,57.52163252765643,8696.216530874442,0.02586206896551724
39,44,53,62.982284131740464,802.0417767813115,1,0,1,0,14.852625495950212,3338.0610589822445,0.018518518518518517
41,59,55,93.1450355572702,276.1694111269694,1,0,0,1,4.931596627267311,5122.976955649861,0.017857142857142856
42,45,98,82.27529433769978,7520.005504070589,4,1,0,1,75.95965155626858,8062.978845094578,0.04040404040404041
44,33,97,99.62363592262084,720.4541335494621,2,0,1,1,7.351572791321042,9663.49268449422,0.02040816326530612
45,32,109,115.933905632882,9650.90184005948,3,0,1,0,87.73547127326799,12636.795713984138,0.02727272727272727
48,64,102,73.23119644554103,7786.037871810652,2,0,0,1,75.5926006971908,7469.582037445185,0.019417475728155338
50,68,108,132.50582266074915,439.4228423727175,3,1,0,1,4.031402223602913,14310.628847360907,0.027522935779816515
51,61,111,58.54520423311208,9073.509813140348,3,0,0,1,81.0134804744674,6498.517669875441,0.026785714285714284
52,72,57,40.70679485542961,9192.67155207851,4,0,0,0,158.49433710480187,2320.2873067594874,0.06896551724137931
53,69,77,76.60062149664174,5657.76469422829,1,0,0,1,72.53544479779859,5898.247855241414,0.01282051282051282
54,74,74,72.24683203427566,4872.6236689827465,1,0,0,0,64.96831558643662,5346.265570536399,0.013333333333333334
55,20,41,94.84350969305656,544.1878843197381,3,0,0,1,12.956854388565194,3888.583897415319,0.07142857142857142
56,54,37,95.84021020260724,5663.346010847699,3,1,0,1,149.03542133809734,3546.087777496468,0.07894736842105263
57,68,67,117.49830796939678,4152.852909525284,2,0,1,1,61.0713663165483,7872.386633949584,0.029411764705882353
58,24,52,86.28569326672933,7750.783433345696,2,0,0,0,146.24119685557918,4486.856049869925,0.03773584905660377
59,38,32,33.626943322299525,4098.447312172269,3,0,1,0,124.19537309612937,1076.0621863135848,0.09090909090909091
60,26,70,131.5778736219038,6867.4502499146265,2,0,1,0,96.72465140724826,9210.451153533266,0.028169014084507043
61,56,55,60.26939581407432,1103.940647751555,4,1,1,0,19.713225852706337,3314.816769774088,0.07142857142857142
62,35,104,146.26866983985695,1416.2274805830727,3,0,1,1,13.487880767457836,15211.941663345124,0.02857142857142857
63,21,71,35.32181412837012,1483.1308874266676,2,1,1,0,20.599040103148162,2507.848803114279,0.027777777777777776
64,42,100,144.5726523902254,550.7024480174608,3,0,0,1,5.452499485321394,14457.26523902254,0.0297029702970297
66,31,73,50.03469793311773,7960.280487831996,4,0,0,0,107.57135794367562,3652.532949117594,0.05405405405405406
67,67,42,26.055392471250407,6143.070916567294,3,1,0,0,142.8621143387743,1094.3264837925171,0.06976744186046512
68,75,14,111.66470906306934,5792.053366973277,1,0,0,0,386.1368911315518,1563.3059268829707,0.06666666666666667
69,26,37,130.53883575433292,6838.17689118709,3,0,0,0,179.95202345229185,4829.936922910318,0.07894736842105263
70,43,14,76.42924063607745,3462.488698412946,1,0,1,1,230.8325798941964,1070.0093689050843,0.06666666666666667
71,70,4,140.70786975551584,3683.345309317466,2,0,1,1,736.6690618634932,562.8314790220634,0.4
72,19,92,96.73887932822797,3211.273972387133,1,0,1,0,34.5298276600767,8899.976898196974,0.010752688172043012
73,37,82,101.90092760804802,7149.878435250398,4,1,0,0,86.14311367771563,8355.876063859938,0.04819277108433735
74,45,53,129.9044962211001,1700.2393231406654,4,0,1,1,31.485913391493803,6884.938299718305,0.07407407407407407
75,64,50,58.584026656739056,228.95027509795136,2,1,0,1,4.489221080351988,2929.2013328369526,0.0392156862745098
77,24,11,137.77374949530378,9429.575510868634,4,1,0,0,785.7979592390528,1515.5112444483416,0.3333333333333333
78,61,117,137.1252544850393,6133.138378263417,2,0,0,1,51.97574896833404,16043.654774749599,0.01694915254237288
80,25,94,137.23898113741723,6760.628023713699,2,0,1,0,71.16450551277578,12900.46422691722,0.021052631578947368
81,64,17,36.55836468433692,5024.6228698778605,4,1,0,0,279.1457149932145,621.4921996337276,0.2222222222222222
82,52,79,127.08415719780837,7212.084777660076,2,0,1,0,90.15105972075095,10039.64841862686,0.025
83,31,103,73.27900215424722,8258.630826166696,4,0,0,1,79.40991179006438,7547.737221887464,0.038461538461538464
84,34,35,148.80417627297192,2324.8432772998103,3,0,1,0,64.57897992499473,5208.146169554017,0.08333333333333333
85,53,24,81.39652536274414,3427.6917567831406,1,0,0,0,137.10767027132562,1953.5166087058594,0.04
86,67,86,91.99869072528868,2314.88475178251,4,0,0,0,26.607870710143796,7911.887402374827,0.04597701149425287
87,57,75,88.87073898338382,4576.512260345367,2,1,0,0,60.21726658349168,6665.305423753786,0.02631578947368421
88,21,97,61.82581388157611,8862.139054075009,3,0,1,0,90.42999034770418,5997.103946512882,0.030612244897959183
89,19,35,29.752871556079363,3517.5502982697903,4,1,0,0,97.70973050749417,1041.3505044627777,0.1111111111111111
91,23,66,124.34785562841728,8617.635623252125,1,0,0,1,128.6214272127183,8206.95847147554,0.014925373134328358
92,71,8,38.13848147275701,5202.205874372285,2,0,1,0,578.0228749302538,305.10785178205606,0.2222222222222222
93,59,60,120.97987527550949,5400.945096509601,4,0,1,0,88.54008354933772,7258.792516530569,0.06557377049180328
94,21,52,101.36006658657932,8621.931912988908,2,0,0,1,162.67796062243224,5270.723462502125,0.03773584905660377
95,71,17,73.1886924292909,4956.214696552185,2,0,1,0,275.3452609195658,1244.2077712979453,0.1111111111111111
96,46,42,53.02274938242316,6847.419592831014,1,0,0,0,159.24231611234916,2226.9554740617727,0.023255813953488372
97,35,34,131.76474185529025,947.8821921532012,4,0,0,0,27.08234834723432,4480.001223079868,0.11428571428571428
98,43,62,111.02447370822688,1868.4539599561645,4,0,1,1,29.657999364383564,6883.517369910067,0.06349206349206349
99,61,118,91.2061882309878,4103.324387090832,1,1,0,1,34.481717538578415,10762.330211256562,0.008403361344537815
100,51,97,99.24390940680031,4998.906771416761,3,1,0,0,51.00925276955879,9626.65921245963,0.030612244897959183
101,27,104,31.83860367068353,9660.763642238671,2,1,1,0,92.00727278322545,3311.2147817510872,0.01904761904761905
103,53,3,45.181038062141255,8526.85116603974,2,1,0,0,2131.712791509935,135.54311418642376,0.5
104,31,92,47.0898782711473,3224.428469327188,4,0,1,0,34.671273863733205,4332.268800945551,0.043010752688172046
105,48,40,105.96951509729269,9643.880079241151,4,0,0,0,235.21658729856466,4238.780603891708,0.0975609756097561
106,65,44,138.4632997384575,6924.474560294505,2,0,0,0,153.877212450989,6092.38518849213,0.044444444444444446
107,32,49,72.48835936218505,3990.107265392264,4,1,0,0,79.80214530784528,3551.9296087470675,0.08
108,25,78,47.00740549158475,7046.581678149187,1,1,0,1,89.19723643226818,3666.5776283436103,0.012658227848101266
109,31,27,104.33710184076504,263.5750248866132,1,0,1,1,9.413393745950472,2817.101749700656,0.03571428571428571
110,40,41,133.2543160255413,1546.9313545147145,4,0,0,0,36.831698917017015,5463.426957047193,0.09523809523809523
112,74,75,132.93843996975633,6491.179005044394,2,1,1,1,85.4102500663736,9970.382997731725,0.02631578947368421
114,57,68,117.74391176799482,5056.599738204916,2,1,0,0,73.28405417688285,8006.586000223648,0.028985507246376812
115,38,97,38.20839271666174,9060.907281493091,4,1,1,0,92.45823756625603,3706.2140935161888,0.04081632653061224
116,33,105,65.2756999972149,6352.623283842957,3,1,1,0,59.930408338141106,6853.948499707564,0.02830188679245283
117,62,0,70.64139138259792,4041.677910949869,3,1,0,0,4041.677910949869,0.0,3.0
118,35,38,86.4684470119845,1291.2339082355966,2,1,0,0,33.10856174963068,3285.8009864554106,0.05128205128205128
119,64,95,140.7799268333871,3008.093336093054,2,1,1,0,31.334305584302644,13374.093049171774,0.020833333333333332
120,70,89,133.65855282888265,9785.568304686174,2,0,1,0,108.72853671873527,11895.611201770556,0.022222222222222223
121,41,16,37.48831399759399,4429.894322232597,3,0,0,0,260.58201895485865,599.8130239615039,0.17647058823529413
122,43,111,42.46265474472021,4771.210692064123,1,0,0,0,42.600095464858235,4713.354676663944,0.008928571428571428
123,42,90,66.49327144655848,5036.120520730452,3,0,1,1,55.34198374429068,5984.394430190263,0.03296703296703297
127,62,41,145.09790041743628,3955.194071236129,2,0,1,0,94.17128741038402,5949.013917114888,0.047619047619047616
128,58,117,104.96838382957944,387.9674240308461,4,1,1,1,3.2878595256851364,12281.300908060794,0.03389830508474576
129,46,38,128.96069618214125,9316.631851004158,2,1,0,1,238.8879961795938,4900.506454921368,0.05128205128205128
130,32,89,88.27628603000362,9496.364041072424,1,1,1,0,105.51515601191582,7856.589456670322,0.011111111111111112
131,62,48,47.082503091805165,9496.615228145703,2,0,1,0,193.80847404378986,2259.960148406648,0.04081632653061224
132,18,61,88.20949357215206,9442.502157802492,2,0,0,1,152.29842190004018,5380.779107901275,0.03225806451612903
133,42,37,92.16073818689463,8170.895216588654,1,0,1,1,215.02355833128036,3409.9473129151015,0.02631578947368421
134,24,22,116.51948334776236,6877.500896151636,2,0,0,1,299.0217780935494,2563.428633650772,0.08695652173913043
135,26,21,48.584788661955386,8460.648190846128,2,1,0,0,384.5749177657331,1020.2805619010632,0.09090909090909091
136,41,3,67.88034967127513,6045.407766110258,2,1,0,0,1511.3519415275646,203.64104901382538,0.5
137,18,48,67.32357099789363,1430.259177531034,3,0,0,0,29.188962806755796,3231.531407898894,0.061224489795918366
138,61,58,144.72714744635144,3973.059833910069,4,0,1,0,67.33999718491643,8394.174551888384,0.06779661016949153
139,25,72,77.71284484247346,9715.81962853208,2,1,0,0,133.0934195689326,5595.324828658089,0.0273972602739726
140,41,67,118.16221574875904,3576.2643545969977,3,0,1,1,52.592122861720554,7916.868455166856,0.04411764705882353
141,28,70,117.60547957867708,8691.496345940557,2,1,0,0,122.41544149212052,8232.383570507396,0.028169014084507043
142,68,86,54.520744024421376,1022.7935606712088,4,1,1,0,11.756247823806998,4688.7839861002385,0.04597701149425287
143,34,1,94.34305961832516,3408.420039517149,2,1,0,1,1704.2100197585744,94.34305961832516,1.0
144,25,48,136.25937613142423,3574.437914801058,4,0,1,0,72.94771254696036,6540.450054308363,0.08163265306122448
145,52,87,81.77570352940343,610.8651767789036,3,1,0,1,6.941649736123904,7114.486207058098,0.03409090909090909
146,52,103,142.865275954531,1279.033868848874,3,0,0,0,12.298402585085325,14715.123423316692,0.028846153846153848
147,50,118,47.87956981214101,2012.335590105533,2,0,0,0,16.910383110130528,5649.789237832639,0.01680672268907563
149,22,110,135.8890035088174,727.6797004040833,4,0,0,0,6.555672976613363,14947.790385969914,0.036036036036036036
150,59,30,130.19855573508818,3057.1389233094333,2,0,1,0,98.61738462288494,3905.9566720526454,0.06451612903225806
151,56,110,149.03668387139982,200.7325256337484,3,1,0,0,1.808401131835571,16394.03522585398,0.02702702702702703
152,75,39,108.32115345461538,6986.714679489945,2,0,0,1,174.66786698724863,4224.52498473,0.05
153,58,47,141.76943046672943,6241.00059142946,4,0,1,0,130.0208456547804,6663.163231936283,0.08333333333333333
154,45,50,127.5033732609344,6485.324394326104,2,0,1,0,127.1632234181589,6375.16866304672,0.0392156862745098
155,24,42,129.7754233056113,3806.3895686747255,4,0,0,1,88.52068764359827,5450.567778835674,0.09302325581395349
156,26,97,93.98840415905488,2161.8514305489334,3,0,0,0,22.059708474989115,9116.875203428324,0.030612244897959183
157,25,54,69.70739772917241,7231.17011153173,1,0,0,0,131.47582020966783,3764.1994773753104,0.01818181818181818
158,29,87,141.49254943062664,8130.066940132881,1,0,1,0,92.38712431969184,12309.851800464518,0.011363636363636364
159,51,48,76.17523283006628,1472.1548311721974,3,0,1,1,30.043976146371374,3656.4111758431814,0.061224489795918366
160,50,89,90.04651774245698,4919.611336580471,3,0,0,0,54.66234818422746,8014.140079078672,0.03333333333333333
161,65,79,77.99485992627442,2562.285251590739,2,0,0,0,32.02856564488424,6161.593934175678,0.025
162,72,56,93.42638081482562,1764.257925940724,3,1,0,1,30.95189343755656,5231.877325630235,0.05263157894736842
163,40,110,81.16566026900253,7369.820603600491,3,0,1,0,66.39478021261704,8928.222629590278,0.02702702702702703
165,41,14,134.66626418100083,2240.234790548811,2,0,0,0,149.3489860365874,1885.3276985340117,0.13333333333333333
166,54,26,77.77119645905007,3169.0001109942964,4,0,0,0,117.37037448127023,2022.0511079353018,0.14814814814814814
167,52,67,96.56267430595533,9669.87134614465,2,0,0,0,142.20399038448014,6469.699178499007,0.029411764705882353
168,61,79,38.09441435853832,8501.927690614712,2,1,0,1,106.2740961326839,3009.4587343245275,0.025
169,57,63,20.440420237743087,8811.47275444397,1,0,0,0,137.67926178818703,1287.7464749778144,0.015625
170,39,93,51.887712173673584,4654.119761099009,1,0,0,0,49.51191235211712,4825.557232151644,0.010638297872340425
171,44,107,111.59618417733552,6275.691912816663,3,0,1,0,58.10825845200614,11940.7917069749,0.027777777777777776
172,52,29,32.89528891467422,3830.000628023675,2,0,1,0,127.66668760078916,953.9633785255523,0.06666666666666667
173,18,35,138.15536725024083,869.3485593200164,3,1,1,0,24.148571092222678,4835.437853758429,0.08333333333333333
174,52,66,47.952934016304,4070.586175502147,4,0,1,0,60.75501754480816,3164.893645076064,0.05970149253731343
175,54,85,46.59716985793085,5980.409456750733,3,1,1,0,69.53964484593875,3960.7594379241223,0.03488372093023256
176,64,112,43.59603501079442,2942.728280604501,4,0,0,1,26.041843191190274,4882.7559212089745,0.035398230088495575
177,31,85,21.817622686277417,8494.710689801415,1,0,1,1,98.77570569536529,1854.4979283335804,0.011627906976744186
178,20,113,120.3347109021705,1595.8915758285264,1,1,0,0,13.999048910776548,13597.822331945266,0.008771929824561403
179,18,113,133.7544890618836,3734.577985425507,4,1,1,1,32.759456012504444,15114.257263992846,0.03508771929824561
180,22,118,99.84115134010584,1336.5486627096088,4,0,0,1,11.231501367307636,11781.255858132488,0.03361344537815126
181,43,48,44.4659976183821,4107.838126453731,4,1,1,0,83.83343115211696,2134.367885682341,0.08163265306122448
182,72,75,57.08613960231437,492.6469192452775,3,0,1,1,6.482196305858914,4281.460470173578,0.039473684210526314
183,31,54,81.87047065744522,2798.23901111029,4,0,0,0,50.877072929278,4421.0054155020425,0.07272727272727272
184,56,84,144.0649737110291,4067.279025625469,2,0,1,1,47.85034147794669,12101.457791726443,0.023529411764705882
185,44,55,52.155678336306565,4833.837096439246,4,1,0,1,86.31851957927225,2868.562308496861,0.07142857142857142
186,26,67,115.11396750958544,5482.593948903905,1,1,0,0,80.62638160152801,7712.635823142225,0.014705882352941176
187,32,94,77.12826902807964,2822.412184920197,4,0,1,0,29.70960194652839,7250.057288639487,0.042105263157894736
188,32,43,58.72015528680284,5278.109212687236,1,0,1,1,119.95702756107356,2524.966677332522,0.022727272727272728
189,43,30,79.26907181287478,5139.145753464392,1,0,1,0,165.77889527304492,2378.0721543862437,0.03225806451612903
190,59,57,29.25687328036023,3230.1627036744635,3,1,0,0,55.6924604081804,1667.6417769805332,0.05172413793103448
192,30,117,51.62925063778573,5501.847153276295,1,0,0,0,46.62582333284996,6040.62232462093,0.00847457627118644
193,68,52,114.30357601508616,3389.470215590796,2,0,1,0,63.95226821869427,5943.78595278448,0.03773584905660377
194,49,83,28.885288288265315,9478.651269599686,4,1,1,0,112.8410865428534,2397.4789279260212,0.047619047619047616
195,56,78,144.1628123015392,8466.612889404494,4,1,0,0,107.17231505575309,11244.699359520057,0.05063291139240506
196,66,22,45.091948102740815,9827.61933436283,1,1,1,0,427.28779714621,992.0228582602979,0.043478260869565216
197,69,27,134.75646990692047,6953.115358989666,3,1,1,1,248.3255485353452,3638.4246874868527,0.10714285714285714
199,49,36,145.82179013058408,2880.520600122222,4,1,1,0,77.8519081114114,5249.584444701027,0.10810810810810811
200,21,20,82.12578592294744,6666.846652377361,4,1,0,0,317.4688882084458,1642.5157184589489,0.19047619047619047
201,47,78,114.5616481999737,9810.084166703506,3,0,1,0,124.17828059118362,8935.808559597948,0.0379746835443038
202,54,16,68.19238541491193,6304.479293028103,3,1,1,0,370.8517231193002,1091.0781666385908,0.17647058823529413
203,40,113,43.9678709425602,8827.987915799398,2,1,1,0,77.4384904894684,4968.369416509302,0.017543859649122806
204,56,36,77.59987128134836,3358.123967372909,4,0,1,0,90.76010722629485,2793.5953661285407,0.10810810810810811
205,62,76,41.54737200049914,4128.842446495131,4,0,0,1,53.62133047396274,3157.6002720379347,0.05194805194805195
206,32,18,147.66580096222992,9072.1248719346,4,0,0,1,477.4802564176105,2657.9844173201386,0.21052631578947367
207,60,29,32.51204384829313,7592.9803493824065,3,0,1,0,253.09934497941356,942.8492716005009,0.1
208,46,44,96.59752404884064,9815.962171642266,1,1,0,0,218.13249270316146,4250.291058148988,0.022222222222222223
209,53,17,101.44030118302727,7770.165676349195,2,0,1,0,431.6758709082886,1724.4851201114636,0.1111111111111111
210,30,77,89.95034057362705,4540.305501460494,3,0,0,0,58.20904489051916,6926.176224169282,0.038461538461538464
211,49,61,106.08416514253835,5357.573396241394,3,1,1,1,86.41247413292571,6471.13407369484,0.04838709677419355
212,24,35,35.10350075154582,9015.103375385052,2,0,0,1,250.41953820514033,1228.6225263041038,0.05555555555555555
214,68,83,57.337634246557,2628.434004228008,1,0,0,1,31.29088100271438,4759.023642464231,0.011904761904761904
215,39,51,142.22288822913737,4412.636146422499,2,1,0,1,84.8583874312019,7253.367299686006,0.038461538461538464
216,45,18,119.06931494716434,5211.528289606267,1,1,1,1,274.2909626108562,2143.2476690489584,0.05263157894736842
217,19,108,146.42688268076654,1057.5263521561828,4,1,0,1,9.70207662528608,15814.103329522786,0.03669724770642202
218,59,43,24.88228906622464,7463.250475103613,1,1,0,1,169.61932897962757,1069.9384298476596,0.022727272727272728
219,62,6,57.06731277349213,1182.6039402142328,4,0,0,1,168.9434200306047,342.4038766409528,0.5714285714285714
221,74,116,21.450096350537965,8065.762171250005,4,1,0,1,68.938138215812,2488.211176662404,0.03418803418803419
222,70,67,51.502344932021785,4728.946579971639,2,0,0,0,69.54333205840646,3450.6571104454597,0.029411764705882353
223,23,33,108.24087785765576,8435.953645213229,2,1,0,1,248.11628368274202,3571.9489693026403,0.058823529411764705
224,45,65,50.04155987749391,3484.6250883555385,4,1,1,1,52.797349823568766,3252.701392037104,0.06060606060606061
225,45,68,86.17044791274037,9580.59931058451,4,1,1,0,138.84926537079,5859.5904580663455,0.057971014492753624
226,61,54,135.41635494544985,2173.737474871832,3,1,1,0,39.52249954312422,7312.483167054292,0.05454545454545454
227,61,9,110.1885296453798,478.8150353940829,3,1,0,0,47.881503539408286,991.6967668084183,0.3
228,37,95,71.30177908778415,8737.022775605144,4,0,0,0,91.0106539125536,6773.669013339495,0.041666666666666664
229,47,41,68.42096205857408,7546.8068879090415,1,0,1,0,179.68587828354862,2805.259444401537,0.023809523809523808
231,28,76,43.01538733778783,9848.941910653071,2,1,1,0,127.90833650198793,3269.169437671875,0.025974025974025976
232,75,102,102.42009976407846,5072.573279758425,3,0,0,0,49.24828426949927,10446.850175936002,0.02912621359223301
233,72,68,67.33986648359871,9515.547857427218,3,0,1,0,137.90649068735098,4579.110920884712,0.043478260869565216
234,45,9,130.80749540406566,5099.784836731294,3,1,1,0,509.97848367312935,1177.267458636591,0.3
235,42,9,118.35184580751611,4771.558409035781,3,0,0,0,477.15584090357805,1065.166612267645,0.3
236,56,101,99.3667113319808,4546.471517730204,4,0,1,0,44.57325017382553,10036.037844530061,0.0392156862745098
238,50,59,47.291138117552975,5383.644822047861,1,0,0,0,89.7274137007977,2790.1771489356256,0.016666666666666666
239,18,50,120.89974233373096,4580.291153290822,3,0,0,1,89.80963045668278,6044.987116686548,0.058823529411764705
240,74,20,83.23318286884125,463.794078573186,3,1,1,1,22.08543231300886,1664.663657376825,0.14285714285714285
241,44,7,49.21750496305648,2678.308810892675,2,1,1,0,334.78860136158437,344.52253474139536,0.25
243,74,91,41.50211758517668,8687.612462978559,2,1,1,0,94.43057024976694,3776.6927002510774,0.021739130434782608
244,69,112,121.03095550672737,6028.8127745457305,2,1,0,1,53.35232543845779,13555.467016753464,0.017699115044247787
245,30,102,49.76833408904052,7660.462694452302,4,1,0,1,74.37342421798351,5076.370077082133,0.038834951456310676
246,58,77,88.46349425827567,9572.577773717878,2,1,0,0,122.72535607330613,6811.689057887227,0.02564102564102564
247,20,84,78.70102692649735,6475.988798011459,2,0,0,0,76.18810350601717,6610.886261825777,0.023529411764705882
248,56,29,95.34941689967692,9827.83891490697,1,1,0,0,327.594630496899,2765.133090090631,0.03333333333333333
249,23,84,134.03013704825526,3186.464111356084,1,1,0,0,37.487813074777456,11258.531512053441,0.011764705882352941
250,25,48,132.807160710625,1944.0451048976493,2,0,1,1,39.67438989587039,6374.74371411,0.04081632653061224
251,44,8,78.63988933723175,4092.767891129824,4,1,1,0,454.75198790331376,629.119114697854,0.4444444444444444
252,26,16,21.99761259551403,4760.914207864499,1,1,1,1,280.0537769332058,351.9618015282245,0.058823529411764705
254,54,57,98.80515986513824,5643.410346463096,4,0,1,1,97.30017838729476,5631.89411231288,0.06896551724137931
255,50,56,92.50941868274803,2992.591894238368,3,0,0,0,52.50161217962049,5180.52744623389,0.05263157894736842
256,68,61,104.67369375402671,7452.079400388457,1,0,0,0,120.1948290385235,6385.09531899563,0.016129032258064516
257,59,94,40.02984522150085,5107.736177676802,2,0,0,0,53.76564397554529,3762.80545082108,0.021052631578947368
258,61,51,104.04956284149524,1705.1062582241846,2,1,0,1,32.790504965849706,5306.527704916258,0.038461538461538464
259,41,60,43.74471043669039,5810.5158971533965,2,0,0,1,95.25435896972782,2624.6826262014233,0.03278688524590164
260,32,39,117.56811749057736,9122.805914392113,4,0,1,0,228.07014785980283,4585.1565821325175,0.1
262,71,42,112.28640633958896,5909.418729089778,3,1,1,1,137.42834253697157,4716.029066262737,0.06976744186046512
263,49,62,26.22252785779392,3833.1234214613823,4,0,0,0,60.843228912085436,1625.796727183223,0.06349206349206349
264,49,18,73.02180332681874,961.0896355356904,1,1,1,1,50.58366502819423,1314.3924598827373,0.05263157894736842
265,41,99,111.65448789423326,4749.524340983076,4,1,1,1,47.49524340983076,11053.794301529093,0.04
266,58,49,49.49316712309424,7545.586431542833,2,1,1,1,150.91172863085666,2425.1651890316175,0.04
267,69,32,123.38731582363891,3666.7098253568047,4,0,1,0,111.1124189502062,3948.3941063564453,0.12121212121212122
268,66,12,102.00136530364117,2430.923572961477,4,1,1,0,186.9941209970367,1224.016383643694,0.3076923076923077
270,66,119,65.96135104656383,8233.401434534124,4,0,1,0,68.6116786211177,7849.400774541096,0.03333333333333333
271,75,96,82.7186911495453,6418.928632259433,3,0,0,1,66.174521982056,7940.994350356348,0.030927835051546393
272,69,61,97.6554091271209,1454.155104813142,4,1,1,1,23.454114593760355,5956.979956754375,0.06451612903225806
273,29,92,81.42007480893577,1534.5975200211128,2,1,0,0,16.50104860237756,7490.64688242209,0.021505376344086023
275,56,48,76.38060130390474,6201.337002238158,3,1,0,0,126.55789800486036,3666.2688625874275,0.061224489795918366
276,19,35,46.29551362646394,1244.0716850860265,4,1,1,0,34.55754680794518,1620.342976926238,0.1111111111111111
277,20,107,47.81139176413615,8442.009268740067,1,0,0,0,78.16675248833396,5115.818918762568,0.009259259259259259
278,66,9,20.754489949582343,9930.353518011289,3,1,1,0,993.0353518011289,186.79040954624108,0.3
279,54,94,59.12450302262742,3726.847028615786,2,1,0,0,39.22996872227143,5557.703284126977,0.021052631578947368
280,66,5,117.35929326220754,4591.331484974265,2,0,1,1,765.2219141623774,586.7964663110378,0.3333333333333333
281,73,56,123.24115214888924,7145.505052158219,1,1,0,0,125.35973775716174,6901.504520337798,0.017543859649122806
282,34,0,46.3207804724475,9377.81476262508,4,1,1,0,9377.81476262508,0.0,4.0
284,66,57,85.31236315241648,670.159104623501,3,0,0,0,11.554467321094844,4862.804699687739,0.05172413793103448
